fecha;descripcion;monto;tipo;categoria;cuenta;anio;mes;mes_nombre
2019-06-09;Spotify;10,69;gasto;Music;Platinum Card;2019;6;June
2019-06-12;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;6;June
2019-06-13;Credit Card Payment;152,72;ingreso;Credit Card Payment;Platinum Card;2019;6;June
2019-06-13;Credit Card Payment;152,72;gasto;Credit Card Payment;Checking;2019;6;June
2019-06-14;Grocery Store;10,69;gasto;Groceries;Silver Card;2019;6;June
2019-06-15;BP;33,16;gasto;Gas & Fuel;Silver Card;2019;6;June
2019-06-17;City Water Charges;35,0;gasto;Utilities;Checking;2019;6;June
2019-06-17;Power Company;60,0;gasto;Utilities;Checking;2019;6;June
2019-06-18;Brewing Company;15,0;gasto;Alcohol & Bars;Silver Card;2019;6;June
2019-06-18;Shell;41,83;gasto;Gas & Fuel;Silver Card;2019;6;June
2019-06-19;State Farm;75,0;gasto;Auto Insurance;Checking;2019;6;June
2019-06-20;Credit Card Payment;375,26;gasto;Credit Card Payment;Checking;2019;6;June
2019-06-20;Mike's Construction Co.;9200,0;gasto;Home Improvement;Checking;2019;6;June
2019-06-20;Credit Card Payment;100,68;ingreso;Credit Card Payment;Silver Card;2019;6;June
2019-06-21;Credit Card Payment;100,68;gasto;Credit Card Payment;Checking;2019;6;June
2019-06-21;Biweekly Paycheck;2000,0;ingreso;Paycheck;Checking;2019;6;June
2019-06-24;Brewing Company;15,0;gasto;Alcohol & Bars;Silver Card;2019;6;June
2019-06-28;BP;30,64;gasto;Gas & Fuel;Silver Card;2019;6;June
2019-06-30;Internet Service Provider;75,0;gasto;Internet;Checking;2019;6;June
2019-07-01;Starbucks;7,0;gasto;Coffee Shops;Silver Card;2019;7;July
2019-07-01;Grocery Store;99,47;gasto;Groceries;Silver Card;2019;7;July
2019-07-01;Hawaiian Grill;24,97;gasto;Restaurants;Silver Card;2019;7;July
2019-07-01;Thai Restaurant;24,0;gasto;Restaurants;Silver Card;2019;7;July
2019-07-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;7;July
2019-07-02;Hardware Store;229,9;gasto;Home Improvement;Platinum Card;2019;7;July
2019-07-02;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;7;July
2019-07-04;Netflix;13,9;gasto;Television;Platinum Card;2019;7;July
2019-07-05;Brewing Company;19,0;gasto;Alcohol & Bars;Silver Card;2019;7;July
2019-07-05;Biweekly Paycheck;2250,0;ingreso;Paycheck;Checking;2019;7;July
2019-07-06;Credit Card Payment;220,08;ingreso;Credit Card Payment;Silver Card;2019;7;July
2019-07-06;Grocery Store;92,98;gasto;Groceries;Platinum Card;2019;7;July
2019-07-06;Greek Restaurant;23,26;gasto;Restaurants;Platinum Card;2019;7;July
2019-07-07;Hardware Store;103,14;gasto;Home Improvement;Platinum Card;2019;7;July
2019-07-08;Credit Card Payment;305,28;gasto;Credit Card Payment;Checking;2019;7;July
2019-07-08;Credit Card Payment;220,08;gasto;Credit Card Payment;Checking;2019;7;July
2019-07-09;Credit Card Payment;549,72;ingreso;Credit Card Payment;Platinum Card;2019;7;July
2019-07-09;Spotify;10,69;gasto;Music;Platinum Card;2019;7;July
2019-07-10;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;7;July
2019-07-10;Gas Company;30,0;gasto;Utilities;Checking;2019;7;July
2019-07-15;Grocery Store;87,14;gasto;Groceries;Silver Card;2019;7;July
2019-07-16;Amazon;89,99;gasto;Shopping;Platinum Card;2019;7;July
2019-07-16;Power Company;60,0;gasto;Utilities;Checking;2019;7;July
2019-07-17;City Water Charges;35,0;gasto;Utilities;Checking;2019;7;July
2019-07-18;State Farm;75,0;gasto;Auto Insurance;Checking;2019;7;July
2019-07-18;Credit Card Payment;814,5;gasto;Credit Card Payment;Checking;2019;7;July
2019-07-18;BP;36,42;gasto;Gas & Fuel;Silver Card;2019;7;July
2019-07-18;Grocery Store;29,83;gasto;Groceries;Platinum Card;2019;7;July
2019-07-18;Brunch Restaurant;8,82;gasto;Restaurants;Platinum Card;2019;7;July
2019-07-19;Credit Card Payment;115,52;ingreso;Credit Card Payment;Platinum Card;2019;7;July
2019-07-19;Biweekly Paycheck;2250,0;ingreso;Paycheck;Checking;2019;7;July
2019-07-19;Mexican Restaurant;28,0;gasto;Restaurants;Platinum Card;2019;7;July
2019-07-22;Credit Card Payment;257,08;ingreso;Credit Card Payment;Silver Card;2019;7;July
2019-07-22;Thai Restaurant;26,67;gasto;Restaurants;Silver Card;2019;7;July
2019-07-23;Credit Card Payment;257,08;gasto;Credit Card Payment;Checking;2019;7;July
2019-07-24;Starbucks;2,5;gasto;Coffee Shops;Silver Card;2019;7;July
2019-07-27;Barbershop;30,0;gasto;Haircut;Silver Card;2019;7;July
2019-07-28;Hardware Store;44,31;gasto;Home Improvement;Platinum Card;2019;7;July
2019-07-29;Grocery Store;5,35;gasto;Groceries;Platinum Card;2019;7;July
2019-07-29;Fancy Restaurant;44,92;gasto;Restaurants;Silver Card;2019;7;July
2019-07-30;Grocery Store;15,77;gasto;Groceries;Platinum Card;2019;7;July
2019-07-30;Internet Service Provider;75,0;gasto;Internet;Checking;2019;7;July
2019-08-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;8;August
2019-08-02;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;8;August
2019-08-02;Biweekly Paycheck;2250,0;ingreso;Paycheck;Checking;2019;8;August
2019-08-03;BP;36,36;gasto;Gas & Fuel;Platinum Card;2019;8;August
2019-08-03;Grocery Store;3,96;gasto;Groceries;Platinum Card;2019;8;August
2019-08-03;American Tavern;23,47;gasto;Restaurants;Platinum Card;2019;8;August
2019-08-04;Netflix;13,9;gasto;Television;Platinum Card;2019;8;August
2019-08-05;Brewing Company;18,0;gasto;Alcohol & Bars;Silver Card;2019;8;August
2019-08-05;Credit Card Payment;349,28;ingreso;Credit Card Payment;Platinum Card;2019;8;August
2019-08-05;Credit Card Payment;117,65;ingreso;Credit Card Payment;Silver Card;2019;8;August
2019-08-06;Credit Card Payment;521,17;gasto;Credit Card Payment;Checking;2019;8;August
2019-08-06;Credit Card Payment;117,65;gasto;Credit Card Payment;Checking;2019;8;August
2019-08-06;Hardware Store;125,0;gasto;Home Improvement;Checking;2019;8;August
2019-08-08;Grocery Store;11,72;gasto;Groceries;Silver Card;2019;8;August
2019-08-09;Spotify;10,69;gasto;Music;Platinum Card;2019;8;August
2019-08-09;Gas Company;30,0;gasto;Utilities;Checking;2019;8;August
2019-08-12;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;8;August
2019-08-12;Thai Restaurant;26,67;gasto;Restaurants;Silver Card;2019;8;August
2019-08-14;Starbucks;2,75;gasto;Coffee Shops;Platinum Card;2019;8;August
2019-08-15;Credit Card Payment;335,2;gasto;Credit Card Payment;Checking;2019;8;August
2019-08-15;Power Company;60,0;gasto;Utilities;Checking;2019;8;August
2019-08-16;Biweekly Paycheck;2250,0;ingreso;Paycheck;Checking;2019;8;August
2019-08-16;City Water Charges;35,0;gasto;Utilities;Checking;2019;8;August
2019-08-17;Credit Card Payment;87,17;ingreso;Credit Card Payment;Platinum Card;2019;8;August
2019-08-17;Grocery Store;33,15;gasto;Groceries;Platinum Card;2019;8;August
2019-08-17;Barbershop;19,0;gasto;Haircut;Platinum Card;2019;8;August
2019-08-17;American Tavern;3,5;gasto;Restaurants;Platinum Card;2019;8;August
2019-08-19;Credit Card Payment;1248,95;gasto;Credit Card Payment;Checking;2019;8;August
2019-08-20;State Farm;75,0;gasto;Auto Insurance;Checking;2019;8;August
2019-08-20;Starbucks;2,75;gasto;Coffee Shops;Platinum Card;2019;8;August
2019-08-21;Shell;34,69;gasto;Gas & Fuel;Platinum Card;2019;8;August
2019-08-23;Starbucks;2,75;gasto;Coffee Shops;Platinum Card;2019;8;August
2019-08-25;Brunch Restaurant;39,43;gasto;Restaurants;Platinum Card;2019;8;August
2019-08-26;Hardware Store;66,75;gasto;Home Improvement;Silver Card;2019;8;August
2019-08-29;Starbucks;3,0;gasto;Coffee Shops;Platinum Card;2019;8;August
2019-08-30;Starbucks;2,75;gasto;Coffee Shops;Platinum Card;2019;8;August
2019-08-30;Internet Service Provider;75,0;gasto;Internet;Checking;2019;8;August
2019-08-30;Biweekly Paycheck;2250,0;ingreso;Paycheck;Checking;2019;8;August
2019-08-31;Hardware Store;68,04;gasto;Home Improvement;Platinum Card;2019;8;August
2019-08-31;BBQ Restaurant;41,78;gasto;Restaurants;Silver Card;2019;8;August
2019-09-01;Amazon;13,09;gasto;Shopping;Platinum Card;2019;9;September
2019-09-03;Mortgage Payment;1100,0;gasto;Mortgage & Rent;Checking;2019;9;September
2019-09-03;Fancy Restaurant;41,24;gasto;Restaurants;Silver Card;2019;9;September
2019-09-04;Netflix;13,9;gasto;Television;Platinum Card;2019;9;September
2019-09-05;Starbucks;3,75;gasto;Coffee Shops;Platinum Card;2019;9;September
2019-09-06;Credit Card Payment;1390,37;ingreso;Credit Card Payment;Platinum Card;2019;9;September
2019-09-06;Credit Card Payment;1390,37;gasto;Credit Card Payment;Checking;2019;9;September
2019-09-06;Credit Card Payment;502,75;gasto;Credit Card Payment;Checking;2019;9;September
2019-09-07;Brewing Company;12,87;gasto;Alcohol & Bars;Platinum Card;2019;9;September
2019-09-08;Brewing Company;19,3;gasto;Alcohol & Bars;Platinum Card;2019;9;September
2019-09-09;Shell;28,77;gasto;Gas & Fuel;Platinum Card;2019;9;September
2019-09-09;Grocery Store;65,09;gasto;Groceries;Silver Card;2019;9;September
2019-09-09;Hardware Store;26,25;gasto;Home Improvement;Silver Card;2019;9;September
2019-09-09;Spotify;10,69;gasto;Music;Platinum Card;2019;9;September
2019-09-09;Gas Company;30,0;gasto;Utilities;Checking;2019;9;September
2019-09-11;Credit Card Payment;360,56;ingreso;Credit Card Payment;Silver Card;2019;9;September
2019-09-11;Phone Company;65,0;gasto;Mobile Phone;Checking;2019;9;September
2019-09-12;Credit Card Payment;360,56;gasto;Credit Card Payment;Checking;2019;9;September
2019-09-13;Starbucks;2,75;gasto;Coffee Shops;Platinum Card;2019;9;September
2019-09-13;Biweekly Paycheck;2250,0;ingreso;Paycheck;Checking;2019;9;September
2019-09-14;Grocery Store;46,44;gasto;Groceries;Platinum Card;2019;9;September
2019-09-15;Amazon;47,66;gasto;Shopping;Platinum Card;2019;9;September
2019-09-16;Credit Card Payment;90,57;gasto;Credit Card Payment;Checking;2019;9;September
2019-09-16;Credit Card Payment;90,57;ingreso;Credit Card Payment;Silver Card;2019;9;September
2019-09-16;City Water Charges;35,0;gasto;Utilities;Checking;2019;9;September
2019-09-17;Credit Card Payment;186,13;ingreso;Credit Card Payment;Platinum Card;2019;9;September
2019-09-17;Power Company;60,0;gasto;Utilities;Checking;2019;9;September
2019-09-18;State Farm;75,0;gasto;Auto Insurance;Checking;2019;9;September
2019-09-18;Credit Card Payment;1606,46;gasto;Credit Card Payment;Checking;2019;9;September
2019-09-19;Brewing Company;40,81;gasto;Alcohol & Bars;Platinum Card;2019;9;September
2019-09-19;Starbucks;2,75;gasto;Coffee Shops;Platinum Card;2019;9;September
2019-09-20;Credit Card Payment;9,43;ingreso;Credit Card Payment;Silver Card;2019;9;September
2019-09-22;Seafood Restaurant;131,1;gasto;Restaurants;Platinum Card;2019;9;September
2019-09-23;Credit Card Payment;9,43;gasto;Credit Card Payment;Checking;2019;9;September
2019-09-23;Grocery Store;27,71;gasto;Groceries;Platinum Card;2019;9;September
2019-09-23;Amazon;24,63;gasto;Shopping;Platinum Card;2019;9;September
2019-09-27;Biweekly Paycheck;2250,0;ingreso;Paycheck;Checking;2019;9;September
2019-09-28;BP;33,46;gasto;Gas & Fuel;Platinum Card;2019;9;September
2019-09-28;Sheetz;4,27;gasto;Gas & Fuel;Platinum Card;2019;9;September
2019-09-30;Starbucks;1,75;gasto;Coffee Shops;Platinum Card;2019;9;September
2019-09-30;Internet Service Provider;75,0;gasto;Internet;Checking;2019;9;September
